,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets
1124,20160601,13:13:47,malay,female,thin,47.0,no,baby,small,orange,casual,brown,short_sleeve,blue,short,blankets,5,9,yes,45.0,5.0,21.0,3.122286396,101.7575146,3.0
1125,20151225,21:46:24,foreigner,male,fat,31.0,yes,toddler,small,brown,traditional,blue,long sleeve,grey,short,blankets,5,9,yes,53.0,1.0,14.0,3.144477235,101.7545537,1.0
1126,20160202,7:01:56,malay,male,thin,58.0,no,young,small,pink,casual,brown,short_sleeve,brown,long,blankets,6,10,no,33.0,0.0,17.0,3.155100703,101.7643811,3.0
1127,20160602,5:12:47,foreigner,female,thin,56.0,yes,no_kids,small,black,casual,black,short_sleeve,blue,short,clothes,4,7,no,21.0,5.0,19.0,3.175352072,101.7046306,2.0
1128,20160121,16:44:46,chinese,female,thin,52.0,no,no_kids,small,yellow,traditional,black,short_sleeve,orange,short,clothes,4,8,no,33.0,5.0,13.0,3.19205883,101.7351514,1.0
1129,20150912,21:15:51,foreigner,male,moderate,42.0,no,no_kids,big,white,formal,orange,short_sleeve,blue,short,blankets,6,7,no,48.0,2.0,11.0,3.1050822,101.7808161,1.0
1130,20160126,17:52:33,malay,male,fat,30.0,no,toddler,small,orange,formal,red,long sleeve,pink,short,clothes,6,8,yes,42.0,2.0,9.0,3.173687943,101.7363834,2.0
1131,20160103,6:52:00,indian,male,fat,49.0,no,young,small,grey,casual,red,short_sleeve,orange,short,blankets,3,9,no,25.0,5.0,12.0,3.153116437,101.7191855,2.0
1132,20160226,17:06:08,malay,female,thin,32.0,no,young,big,white,formal,black,long sleeve,grey,short,clothes,6,8,no,56.0,4.0,14.0,3.132242378,101.7346638,1.0
1133,20160201,3:02:43,chinese,female,moderate,19.0,yes,young,small,orange,casual,black,long sleeve,black,short,clothes,5,9,yes,23.0,1.0,19.0,3.170340773,101.7373905,1.0
1134,20151220,11:37:17,chinese,female,fat,20.0,yes,toddler,small,pink,casual,black,short_sleeve,black,long,blankets,5,7,no,46.0,5.0,10.0,3.170433625,101.7691327,2.0
1135,20161102,12:58:16,malay,male,moderate,51.0,no,young,big,orange,traditional,white,short_sleeve,black,long,blankets,6,9,no,50.0,3.0,15.0,3.129167947,101.7381292,2.0
1136,20161002,8:40:53,indian,female,moderate,35.0,yes,no_kids,big,yellow,casual,purple,short_sleeve,white,long,blankets,3,8,no,31.0,0.0,16.0,3.144265609,101.6994606,2.0
1137,20160226,1:16:03,foreigner,female,moderate,47.0,yes,baby,big,pink,formal,grey,long sleeve,blue,long,blankets,6,9,no,25.0,2.0,7.0,3.107871379,101.7741867,3.0
1138,20151214,12:04:05,foreigner,female,moderate,31.0,no,no_kids,small,blue,formal,pink,long sleeve,yellow,long,blankets,3,9,yes,37.0,4.0,12.0,3.171111867,101.7059835,2.0
1139,20160128,23:54:22,malay,male,fat,42.0,no,baby,small,blue,traditional,yellow,short_sleeve,pink,short,clothes,3,8,no,41.0,1.0,17.0,3.157025977,101.7009863,1.0
1140,20160220,1:49:47,malay,female,fat,48.0,yes,no_kids,big,red,formal,brown,short_sleeve,black,short,clothes,6,8,yes,22.0,0.0,18.0,3.145772924,101.7134532,3.0
1141,20160125,15:02:21,chinese,female,thin,42.0,no,toddler,small,black,casual,purple,long sleeve,orange,long,clothes,4,7,yes,49.0,3.0,16.0,3.181450547,101.7536083,2.0
1142,20160302,20:09:40,malay,female,fat,52.0,no,toddler,big,white,casual,red,long sleeve,white,short,blankets,3,9,no,54.0,4.0,9.0,3.093223351,101.7559501,3.0
1143,20160214,18:06:42,indian,male,fat,45.0,yes,no_kids,small,red,casual,white,short_sleeve,green,long,blankets,5,10,no,48.0,5.0,17.0,3.185780589,101.7641393,1.0
1144,20160601,19:17:49,foreigner,female,fat,39.0,yes,young,small,green,casual,black,short_sleeve,black,short,blankets,6,7,yes,14.0,3.0,12.0,3.098947445,101.7580618,1.0
1145,20151226,11:40:24,malay,female,thin,18.0,no,no_kids,small,white,formal,white,short_sleeve,blue,long,clothes,4,9,no,37.0,1.0,16.0,3.154322068,101.755073,2.0
1146,20160201,1:00:24,chinese,male,moderate,59.0,no,toddler,big,red,traditional,green,short_sleeve,black,long,clothes,3,8,no,52.0,5.0,20.0,3.174936326,101.7261142,3.0
1147,20161201,18:06:43,chinese,male,fat,44.0,yes,toddler,small,red,formal,purple,long sleeve,grey,long,clothes,4,7,yes,35.0,2.0,19.0,3.125798386,101.7170259,1.0
1148,20151215,12:32:12,indian,female,moderate,39.0,yes,toddler,big,white,casual,purple,long sleeve,purple,long,blankets,3,8,no,54.0,5.0,7.0,3.137164709,101.7354524,2.0
1149,20160225,12:53:14,chinese,female,moderate,50.0,no,young,big,grey,traditional,green,short_sleeve,blue_jeans,long,blankets,5,8,yes,14.0,1.0,13.0,3.095471813,101.720639,1.0
1150,20151229,4:25:37,indian,female,moderate,22.0,no,toddler,small,black,casual,purple,short_sleeve,blue_jeans,short,blankets,6,8,no,52.0,3.0,8.0,3.099475518,101.7482665,2.0
1151,20151221,17:15:31,malay,male,thin,58.0,yes,toddler,small,purple,casual,red,short_sleeve,blue_jeans,long,clothes,3,9,no,45.0,4.0,10.0,3.107000978,101.7279906,1.0
1152,20160221,1:22:40,foreigner,female,fat,48.0,no,toddler,small,green,casual,orange,short_sleeve,green,long,blankets,6,9,no,28.0,0.0,21.0,3.177382777,101.7498025,1.0
1153,20160702,12:54:55,chinese,female,thin,52.0,yes,toddler,big,purple,casual,black,short_sleeve,grey,long,clothes,3,7,no,42.0,3.0,10.0,3.144139024,101.7827987,3.0
1154,20151223,2:21:54,malay,female,thin,43.0,no,toddler,small,pink,casual,yellow,long sleeve,purple,short,clothes,4,8,yes,60.0,1.0,11.0,3.134949202,101.7774201,2.0
1155,20160222,6:14:48,foreigner,female,moderate,34.0,no,baby,big,blue,casual,orange,short_sleeve,white,long,blankets,3,9,no,47.0,5.0,10.0,3.150651065,101.7350531,3.0
1156,20150812,15:21:30,foreigner,male,moderate,60.0,yes,toddler,small,red,casual,black,short_sleeve,black,long,blankets,4,8,no,32.0,3.0,9.0,3.124748286,101.7791684,2.0
1157,20161102,16:31:51,malay,female,fat,40.0,yes,no_kids,small,green,formal,black,long sleeve,grey,long,blankets,3,9,no,26.0,3.0,16.0,3.149241987,101.7214457,2.0
1158,20160131,23:30:28,malay,male,fat,42.0,no,baby,big,brown,formal,red,long sleeve,yellow,short,blankets,4,7,yes,60.0,5.0,9.0,3.144126236,101.7212736,1.0
1159,20151214,3:38:20,chinese,male,moderate,51.0,yes,toddler,small,pink,traditional,red,long sleeve,blue,long,clothes,3,8,no,59.0,3.0,10.0,3.112968958,101.7105886,2.0
1160,20150612,5:29:42,malay,female,fat,23.0,yes,toddler,small,white,traditional,brown,long sleeve,orange,short,clothes,3,7,no,27.0,1.0,18.0,3.163106742,101.7683323,3.0
1161,20150112,2:06:59,indian,male,thin,21.0,yes,no_kids,small,purple,formal,purple,long sleeve,yellow,short,clothes,6,8,yes,11.0,0.0,20.0,3.122238258,101.735404,3.0
1162,20150912,20:40:26,malay,female,fat,40.0,no,toddler,small,yellow,casual,white,long sleeve,black,long,blankets,5,7,no,27.0,4.0,7.0,3.174702307,101.7005937,1.0
1163,20160218,2:50:34,foreigner,male,moderate,27.0,no,young,small,yellow,traditional,white,short_sleeve,blue,long,clothes,3,10,yes,17.0,4.0,7.0,3.123268525,101.7263955,2.0
1164,20160218,18:02:30,indian,male,moderate,54.0,yes,no_kids,small,purple,traditional,red,long sleeve,grey,long,clothes,3,9,no,39.0,1.0,19.0,3.146806437,101.7784147,1.0
1165,20160123,20:42:34,malay,male,fat,37.0,yes,young,big,pink,formal,brown,short_sleeve,red,long,blankets,6,10,no,56.0,4.0,10.0,3.090600962,101.7738,3.0
1166,20151212,9:22:52,indian,female,moderate,23.0,yes,toddler,big,white,formal,white,short_sleeve,white,short,blankets,4,7,no,26.0,0.0,21.0,3.14833481,101.7512035,3.0
1167,20150512,15:56:57,chinese,female,moderate,29.0,yes,toddler,big,blue,formal,brown,long sleeve,green,long,blankets,5,10,no,36.0,1.0,18.0,3.19301867,101.7105126,1.0
1168,20160901,20:51:20,malay,female,moderate,21.0,no,young,big,green,formal,blue,long sleeve,orange,long,clothes,3,9,no,39.0,2.0,13.0,3.116989305,101.719527,3.0
1169,20160115,3:14:38,foreigner,female,fat,36.0,no,young,big,white,traditional,white,long sleeve,blue,long,blankets,5,10,yes,15.0,5.0,17.0,3.138468205,101.7505094,1.0
1170,20151227,7:24:56,foreigner,female,fat,43.0,yes,baby,small,grey,traditional,brown,short_sleeve,blue,long,blankets,6,9,yes,28.0,4.0,16.0,3.167415312,101.7038477,2.0
1171,20160213,12:05:21,foreigner,female,thin,55.0,no,toddler,small,red,casual,brown,long sleeve,blue_jeans,short,clothes,3,7,yes,58.0,2.0,11.0,3.133695091,101.7810193,1.0
1172,20160122,22:04:35,malay,female,fat,30.0,no,young,small,white,traditional,orange,long sleeve,grey,short,blankets,3,7,yes,17.0,4.0,9.0,3.137770051,101.7715724,3.0
1173,20160119,8:52:27,chinese,male,thin,22.0,yes,toddler,big,black,traditional,yellow,short_sleeve,black,short,blankets,6,9,yes,48.0,2.0,20.0,3.098587314,101.7248088,2.0
1174,20160103,17:02:04,chinese,female,moderate,36.0,no,toddler,small,purple,formal,blue,long sleeve,orange,long,blankets,3,7,no,29.0,1.0,13.0,3.168257264,101.7541875,3.0
1175,20160121,22:37:12,indian,male,thin,40.0,no,no_kids,small,blue,formal,brown,long sleeve,grey,long,clothes,3,8,no,22.0,0.0,21.0,3.135597523,101.7584002,2.0
1176,20151219,2:54:15,malay,female,thin,59.0,no,no_kids,big,green,formal,black,long sleeve,grey,short,clothes,4,10,no,55.0,4.0,17.0,3.172232546,101.7786485,1.0
1177,20160401,2:43:55,indian,female,thin,31.0,no,young,big,purple,casual,green,short_sleeve,black,short,clothes,5,9,yes,40.0,5.0,13.0,3.135284883,101.7560702,1.0
1178,20160121,18:17:07,malay,female,moderate,36.0,yes,no_kids,small,green,traditional,blue,short_sleeve,purple,long,clothes,4,9,yes,52.0,2.0,8.0,3.128703093,101.7812652,1.0
1179,20151231,23:01:54,malay,female,fat,40.0,no,toddler,small,red,formal,grey,short_sleeve,yellow,short,clothes,3,8,no,39.0,0.0,21.0,3.139791801,101.7355126,2.0
1180,20160123,19:44:04,malay,female,moderate,50.0,no,young,big,pink,formal,purple,long sleeve,red,long,blankets,5,7,no,50.0,2.0,21.0,3.191063586,101.6993233,1.0
1181,20160128,8:57:18,chinese,male,fat,53.0,no,toddler,big,yellow,casual,white,long sleeve,blue,short,clothes,3,7,no,54.0,3.0,12.0,3.123172431,101.7733956,1.0
1182,20160113,6:03:40,indian,female,fat,55.0,no,young,small,white,traditional,pink,short_sleeve,green,long,blankets,3,7,no,60.0,3.0,7.0,3.136524607,101.7300087,3.0
1183,20160125,17:51:29,malay,male,thin,52.0,yes,toddler,big,black,traditional,red,long sleeve,yellow,long,blankets,3,9,no,52.0,3.0,21.0,3.151764414,101.7349947,2.0
1184,20151219,16:36:04,malay,male,thin,26.0,yes,baby,big,green,formal,blue,long sleeve,pink,long,blankets,4,9,no,40.0,3.0,17.0,3.122896678,101.7227088,1.0
1185,20160115,8:42:11,chinese,male,fat,28.0,no,no_kids,big,red,formal,pink,long sleeve,pink,long,blankets,4,8,yes,53.0,1.0,15.0,3.121057399,101.7810094,3.0
1186,20160226,17:00:14,foreigner,male,moderate,32.0,yes,toddler,big,grey,casual,purple,short_sleeve,red,long,blankets,4,10,no,43.0,5.0,9.0,3.193321223,101.7079038,2.0
1187,20160402,0:28:59,malay,female,fat,37.0,no,young,small,white,traditional,green,short_sleeve,red,long,blankets,6,10,yes,32.0,4.0,18.0,3.168259163,101.7574124,3.0
1188,20160902,0:26:09,malay,female,thin,30.0,no,toddler,small,red,casual,red,long sleeve,black,short,blankets,3,8,no,49.0,0.0,17.0,3.156586892,101.7020588,3.0
1189,20160123,10:02:13,chinese,female,moderate,32.0,yes,toddler,big,purple,casual,red,short_sleeve,white,long,blankets,5,7,yes,60.0,1.0,19.0,3.116632846,101.7652374,2.0
1190,20160118,2:34:01,foreigner,male,thin,28.0,no,toddler,small,red,traditional,white,short_sleeve,red,long,clothes,5,8,no,42.0,4.0,11.0,3.141481887,101.7012656,3.0
1191,20160129,15:40:43,malay,male,moderate,26.0,yes,toddler,big,green,formal,black,long sleeve,green,short,clothes,6,9,no,33.0,1.0,10.0,3.144913739,101.7742459,1.0
1192,20160219,1:15:22,indian,male,moderate,33.0,no,no_kids,small,black,formal,green,short_sleeve,pink,long,blankets,6,8,yes,16.0,2.0,8.0,3.184240834,101.7787474,2.0
1193,20151227,0:24:53,malay,male,moderate,57.0,yes,young,big,grey,formal,red,long sleeve,blue,short,blankets,4,9,no,41.0,4.0,7.0,3.145005024,101.7405123,3.0
1194,20160501,9:53:34,indian,male,moderate,40.0,no,young,big,white,traditional,purple,long sleeve,brown,long,clothes,5,7,no,20.0,1.0,17.0,3.113379739,101.7758644,2.0
1195,20160128,6:40:17,malay,female,fat,20.0,no,young,small,purple,traditional,purple,long sleeve,red,short,clothes,4,8,yes,25.0,3.0,14.0,3.17546102,101.7756427,2.0
1196,20160119,20:28:41,foreigner,female,fat,33.0,yes,toddler,small,green,casual,red,long sleeve,black,short,clothes,4,7,no,16.0,3.0,14.0,3.111323486,101.7078216,3.0
1197,20161202,10:44:40,foreigner,female,fat,24.0,yes,no_kids,big,purple,casual,black,short_sleeve,grey,short,blankets,5,9,no,58.0,1.0,13.0,3.164127715,101.7800341,2.0
1198,20160114,16:55:29,foreigner,male,moderate,54.0,no,young,big,pink,casual,orange,short_sleeve,blue,short,clothes,6,7,yes,60.0,0.0,19.0,3.188505013,101.7459743,2.0
1199,20151214,10:31:05,indian,female,fat,48.0,yes,toddler,big,green,casual,orange,long sleeve,brown,long,blankets,3,9,yes,39.0,3.0,14.0,3.157831457,101.7090775,2.0
1200,20160902,10:25:41,indian,female,fat,22.0,no,toddler,small,yellow,formal,white,long sleeve,blue,long,blankets,4,10,no,46.0,5.0,7.0,3.11683779,101.7467821,3.0
1201,20160801,22:30:16,malay,female,thin,28.0,no,baby,small,green,traditional,white,short_sleeve,red,short,clothes,5,7,no,22.0,5.0,12.0,3.184503305,101.7420334,2.0
1202,20160901,7:45:59,malay,female,fat,57.0,yes,no_kids,small,red,traditional,green,long sleeve,blue,long,clothes,6,9,no,11.0,2.0,11.0,3.1523111,101.7040689,1.0
1203,20150912,4:49:17,indian,male,thin,40.0,no,no_kids,big,purple,traditional,white,short_sleeve,orange,short,blankets,6,7,no,53.0,2.0,11.0,3.193877882,101.7427675,3.0
1204,20151214,14:55:16,foreigner,female,thin,42.0,yes,baby,small,brown,casual,grey,long sleeve,blue,long,clothes,5,9,yes,26.0,3.0,16.0,3.103984031,101.7291747,1.0
1205,20150812,5:46:09,malay,female,thin,47.0,no,toddler,small,red,casual,pink,long sleeve,black,long,clothes,5,7,no,60.0,2.0,19.0,3.143437656,101.7114188,3.0
1206,20160219,15:55:24,chinese,female,moderate,38.0,yes,toddler,big,blue,traditional,brown,short_sleeve,white,short,blankets,3,10,no,40.0,4.0,20.0,3.108049273,101.7802773,2.0
1207,20151223,3:55:16,malay,female,moderate,24.0,yes,baby,small,white,formal,black,short_sleeve,yellow,short,clothes,6,8,no,44.0,4.0,10.0,3.183585093,101.7099828,2.0
1208,20160218,18:12:19,malay,male,moderate,40.0,no,baby,small,yellow,formal,blue,short_sleeve,blue,long,blankets,3,7,no,35.0,0.0,18.0,3.117252415,101.7554479,1.0
1209,20160228,3:22:33,indian,male,thin,60.0,no,baby,small,purple,traditional,red,short_sleeve,purple,short,blankets,6,8,no,19.0,0.0,15.0,3.115101773,101.6993342,2.0
1210,20150912,5:58:02,malay,male,moderate,19.0,no,no_kids,small,grey,traditional,yellow,short_sleeve,red,short,blankets,5,8,no,52.0,5.0,15.0,3.16443722,101.716252,2.0
1211,20150712,14:57:02,malay,male,moderate,48.0,no,no_kids,small,white,casual,black,long sleeve,grey,short,clothes,3,7,no,13.0,2.0,17.0,3.122388409,101.7242999,1.0
1212,20160220,19:06:01,indian,female,moderate,30.0,yes,baby,big,yellow,traditional,red,long sleeve,black,long,clothes,3,8,no,51.0,2.0,15.0,3.103101029,101.7111682,2.0
1213,20161002,14:26:20,foreigner,female,moderate,44.0,yes,toddler,small,red,casual,red,long sleeve,pink,short,clothes,4,9,no,35.0,0.0,13.0,3.102267817,101.7848474,2.0
1214,20160223,8:41:14,chinese,male,thin,31.0,yes,toddler,small,white,formal,white,long sleeve,orange,long,blankets,4,10,no,13.0,1.0,15.0,3.167302205,101.7824189,3.0
1215,20160228,11:07:21,foreigner,male,thin,26.0,no,toddler,big,white,formal,green,short_sleeve,red,long,blankets,4,8,yes,34.0,1.0,15.0,3.149945436,101.7284695,2.0
1216,20160502,18:05:07,malay,female,thin,52.0,yes,young,big,orange,traditional,purple,long sleeve,purple,short,blankets,4,10,yes,36.0,0.0,15.0,3.104392654,101.741964,2.0
1217,20160130,18:16:42,malay,female,thin,40.0,no,baby,small,pink,casual,grey,long sleeve,brown,short,clothes,3,7,yes,36.0,3.0,21.0,3.141212745,101.7680158,3.0
1218,20151217,10:58:42,indian,female,fat,49.0,yes,toddler,big,purple,casual,red,long sleeve,blue_jeans,short,clothes,5,9,no,44.0,1.0,8.0,3.145128748,101.7164089,1.0
1219,20160126,0:38:38,malay,male,thin,37.0,no,young,small,grey,formal,black,short_sleeve,blue,short,blankets,5,8,no,18.0,0.0,17.0,3.177062863,101.7122516,2.0
1220,20151224,12:23:04,indian,male,moderate,39.0,yes,toddler,small,red,traditional,green,short_sleeve,yellow,short,clothes,4,10,yes,60.0,0.0,15.0,3.145181778,101.7029114,3.0
1221,20151225,22:18:15,chinese,male,fat,51.0,no,toddler,big,black,traditional,black,short_sleeve,blue,long,clothes,3,9,no,37.0,0.0,12.0,3.127330816,101.7586623,2.0
1222,20150512,15:08:51,indian,male,fat,42.0,no,young,big,purple,traditional,brown,long sleeve,red,long,clothes,4,9,no,36.0,5.0,10.0,3.101574379,101.745642,1.0
1223,20160119,19:47:44,chinese,female,moderate,42.0,no,young,small,purple,traditional,blue,short_sleeve,blue_jeans,short,clothes,5,8,yes,50.0,3.0,18.0,3.146290964,101.7796978,1.0
1224,20160226,19:38:33,malay,female,thin,46.0,yes,toddler,big,pink,casual,grey,long sleeve,blue,long,blankets,4,7,no,36.0,5.0,21.0,3.138221161,101.7060897,2.0
1225,20151231,19:26:06,foreigner,male,moderate,32.0,no,toddler,big,yellow,traditional,black,long sleeve,grey,long,blankets,6,8,no,33.0,1.0,13.0,3.102382232,101.7235623,3.0
1226,20160124,7:26:19,malay,female,fat,30.0,yes,no_kids,big,yellow,traditional,pink,short_sleeve,orange,short,clothes,4,9,yes,14.0,3.0,15.0,3.175360088,101.7217464,1.0
1227,20151226,19:20:50,chinese,female,moderate,49.0,no,toddler,big,yellow,formal,red,long sleeve,pink,long,clothes,3,9,no,56.0,3.0,8.0,3.15417976,101.7060924,2.0
1228,20151221,3:00:43,indian,female,moderate,23.0,yes,young,big,black,formal,blue,long sleeve,blue,long,clothes,4,9,no,15.0,2.0,13.0,3.108663768,101.7539916,2.0
1229,20160127,3:35:51,foreigner,female,moderate,51.0,no,toddler,big,brown,casual,pink,short_sleeve,pink,short,clothes,5,10,no,33.0,1.0,12.0,3.097040508,101.7625304,1.0
1230,20151224,10:01:33,chinese,male,fat,23.0,yes,no_kids,big,green,casual,black,long sleeve,white,long,clothes,6,7,no,30.0,4.0,15.0,3.13626219,101.7239136,2.0
1231,20151228,5:45:18,chinese,female,fat,40.0,yes,toddler,big,white,formal,grey,long sleeve,black,short,clothes,5,9,no,34.0,1.0,21.0,3.183735701,101.7587761,3.0
1232,20151230,20:20:59,malay,female,fat,57.0,no,young,small,red,formal,green,short_sleeve,white,short,blankets,5,9,no,57.0,2.0,11.0,3.093245938,101.7585139,1.0
1233,20160301,22:11:58,malay,female,moderate,38.0,no,toddler,small,purple,casual,white,short_sleeve,blue_jeans,long,clothes,6,7,yes,47.0,3.0,10.0,3.108242879,101.7806636,3.0
1234,20160123,14:10:53,malay,male,fat,30.0,no,toddler,small,purple,traditional,grey,long sleeve,blue,short,blankets,4,9,yes,21.0,0.0,10.0,3.103253328,101.7537743,3.0
1235,20160121,18:46:49,malay,male,fat,59.0,yes,toddler,big,white,traditional,white,long sleeve,blue_jeans,short,clothes,3,8,no,20.0,3.0,20.0,3.113163144,101.7826041,2.0
1236,20160225,3:01:04,malay,female,thin,59.0,yes,baby,small,white,casual,brown,short_sleeve,purple,long,blankets,3,10,yes,59.0,4.0,13.0,3.122333833,101.751378,1.0
1237,20150812,7:09:34,malay,female,moderate,51.0,yes,baby,big,white,casual,black,short_sleeve,blue,short,clothes,5,10,yes,26.0,0.0,19.0,3.10054633,101.7416111,3.0
1238,20151012,18:41:55,malay,male,thin,32.0,yes,baby,big,green,formal,blue,long sleeve,pink,short,blankets,3,9,no,57.0,2.0,17.0,3.154113489,101.7674158,2.0
1239,20160124,17:28:57,chinese,male,fat,24.0,yes,no_kids,big,brown,formal,red,long sleeve,grey,long,blankets,6,9,no,32.0,4.0,19.0,3.14832807,101.7614725,1.0
1240,20150112,10:53:49,chinese,female,fat,46.0,yes,toddler,small,red,formal,blue,short_sleeve,red,short,blankets,6,8,yes,38.0,4.0,15.0,3.182079633,101.725595,2.0
1241,20160222,13:26:47,chinese,male,moderate,40.0,yes,baby,small,brown,formal,yellow,short_sleeve,black,long,clothes,3,10,yes,34.0,3.0,19.0,3.124088357,101.7017692,2.0
1242,20160601,1:59:06,chinese,female,moderate,30.0,yes,toddler,small,red,formal,red,long sleeve,blue,long,blankets,3,10,yes,12.0,2.0,7.0,3.148014521,101.7852052,3.0
1243,20160220,2:50:53,malay,male,thin,32.0,no,toddler,big,yellow,formal,black,short_sleeve,black,long,blankets,5,7,no,37.0,2.0,21.0,3.168336142,101.7870701,3.0
1244,20151221,16:00:45,foreigner,male,moderate,20.0,yes,young,big,orange,casual,grey,short_sleeve,orange,long,clothes,3,9,no,47.0,4.0,14.0,3.136849113,101.7653588,3.0
1245,20150412,1:27:27,chinese,female,fat,40.0,no,toddler,small,black,casual,purple,short_sleeve,blue,long,clothes,6,8,no,59.0,0.0,14.0,3.104088839,101.7365298,1.0
1246,20161201,1:58:10,chinese,female,fat,25.0,no,toddler,small,grey,casual,green,long sleeve,orange,short,clothes,5,8,no,53.0,4.0,16.0,3.158000057,101.739037,2.0
1247,20160402,23:48:10,foreigner,male,fat,54.0,yes,baby,small,purple,formal,purple,long sleeve,red,short,blankets,5,8,yes,38.0,0.0,20.0,3.089394617,101.7272147,2.0
1248,20151221,23:59:03,malay,female,moderate,35.0,yes,toddler,small,grey,traditional,black,short_sleeve,blue_jeans,long,blankets,6,9,no,14.0,1.0,20.0,3.161626939,101.7341548,1.0
1249,20160601,7:56:36,chinese,male,moderate,23.0,no,no_kids,small,orange,formal,blue,long sleeve,blue,long,blankets,3,7,no,18.0,0.0,8.0,3.136184491,101.7749876,1.0
1250,20160702,21:26:00,indian,male,thin,40.0,no,young,big,brown,casual,pink,long sleeve,pink,long,blankets,5,7,yes,50.0,5.0,10.0,3.116178776,101.7537072,3.0
1251,20160219,6:16:13,indian,male,fat,48.0,yes,baby,small,purple,casual,pink,short_sleeve,pink,short,clothes,5,7,yes,11.0,0.0,12.0,3.180592068,101.7706448,1.0
1252,20160117,21:37:32,malay,female,thin,45.0,yes,no_kids,big,white,formal,black,short_sleeve,pink,short,clothes,6,9,yes,56.0,2.0,11.0,3.112751569,101.703675,2.0
1253,20151112,18:50:46,chinese,male,thin,38.0,yes,baby,small,white,formal,brown,long sleeve,blue,long,blankets,5,8,no,17.0,3.0,15.0,3.117009894,101.7147749,2.0
1254,20160103,2:48:24,foreigner,male,moderate,49.0,no,baby,small,yellow,traditional,purple,short_sleeve,blue_jeans,short,blankets,3,9,yes,21.0,1.0,21.0,3.089169829,101.7261091,3.0
1255,20160113,11:38:39,malay,female,moderate,42.0,yes,young,big,purple,traditional,orange,short_sleeve,blue_jeans,long,clothes,3,9,yes,35.0,1.0,17.0,3.14427627,101.7567531,3.0
1256,20160202,4:15:54,foreigner,male,fat,19.0,yes,toddler,small,black,casual,black,long sleeve,purple,long,clothes,3,7,yes,35.0,0.0,20.0,3.128304681,101.7172444,3.0
1257,20160101,7:27:54,indian,female,fat,48.0,yes,young,small,brown,traditional,white,long sleeve,grey,short,blankets,4,8,no,46.0,0.0,19.0,3.149695787,101.7657922,3.0
1258,20151221,5:29:37,indian,female,moderate,21.0,yes,toddler,small,orange,traditional,black,short_sleeve,pink,long,blankets,5,7,yes,16.0,3.0,20.0,3.163737312,101.775059,2.0
1259,20160902,0:23:01,chinese,female,thin,40.0,no,toddler,big,grey,traditional,yellow,long sleeve,black,long,clothes,6,9,yes,60.0,4.0,11.0,3.115561464,101.7437048,3.0
1260,20151012,2:52:35,malay,male,thin,20.0,no,baby,big,purple,formal,blue,long sleeve,black,long,clothes,6,7,yes,19.0,3.0,10.0,3.140658317,101.7276345,1.0
1261,20160130,17:00:50,chinese,female,thin,39.0,yes,baby,small,brown,traditional,yellow,long sleeve,green,short,blankets,5,7,yes,47.0,2.0,12.0,3.162783964,101.7110397,1.0
1262,20160103,12:19:04,malay,female,thin,50.0,yes,toddler,big,brown,casual,purple,short_sleeve,blue,long,blankets,3,7,no,19.0,1.0,12.0,3.176052423,101.7023932,1.0
1263,20160501,17:34:58,foreigner,male,thin,40.0,no,toddler,big,green,casual,grey,long sleeve,white,short,clothes,4,9,no,51.0,1.0,21.0,3.129454038,101.7529444,2.0
1264,20160222,9:47:58,chinese,male,fat,21.0,yes,baby,big,white,casual,grey,short_sleeve,blue_jeans,long,clothes,5,7,no,52.0,5.0,8.0,3.133497806,101.757229,1.0
1265,20160215,9:34:28,chinese,female,moderate,21.0,no,no_kids,big,orange,formal,brown,long sleeve,orange,short,clothes,6,7,no,53.0,2.0,12.0,3.090409177,101.7759603,2.0
1266,20151219,23:18:58,malay,female,moderate,40.0,no,young,big,brown,traditional,black,long sleeve,white,long,clothes,4,9,no,39.0,1.0,18.0,3.094751584,101.7246374,1.0
1267,20160213,23:58:31,malay,female,thin,26.0,no,young,big,green,casual,brown,long sleeve,purple,long,clothes,6,8,yes,28.0,4.0,10.0,3.118858446,101.700196,3.0
1268,20160113,9:43:18,malay,female,moderate,20.0,no,young,small,black,formal,yellow,short_sleeve,brown,long,clothes,5,8,no,37.0,2.0,17.0,3.09658065,101.7746072,2.0
1269,20150412,5:22:08,foreigner,female,moderate,20.0,yes,toddler,big,grey,traditional,blue,short_sleeve,white,short,clothes,3,8,no,43.0,0.0,12.0,3.172774171,101.7645191,3.0
1270,20151213,21:24:32,chinese,female,fat,23.0,no,toddler,small,pink,casual,red,short_sleeve,black,long,clothes,6,10,no,15.0,1.0,19.0,3.163105284,101.7057513,3.0
1271,20160128,19:27:13,malay,female,moderate,19.0,no,baby,small,orange,formal,black,short_sleeve,orange,long,clothes,3,7,yes,17.0,3.0,14.0,3.119449464,101.6997319,2.0
1272,20150212,10:12:32,chinese,female,thin,30.0,no,no_kids,big,white,traditional,purple,short_sleeve,white,long,clothes,4,10,yes,22.0,5.0,12.0,3.09283654,101.7025056,2.0
